badNames,Lake,DATE,TIME,Depth (m),Temperature (Deg C),pH,DO (% Saturation),DO (mg/L),Specific Conductivity (uS/cm),Turbidity (NTU),TDS (mg/L)
(110) South Prairie Lake (Black Hawk),South Prairie Lake,9/23/2019,11:05:00 AM,2.5,21.89,7.85,57.14,5,574.64,12.78,373.5
(110) South Prairie Lake (Black Hawk),South Prairie Lake,9/23/2019,11:05:00 AM,3,21.77,7.78,49.37,4.33,576.17,11.79,374.58
(110) South Prairie Lake (Black Hawk),South Prairie Lake,9/23/2019,11:05:00 AM,3.5,21.06,7.46,23.05,2.04,588.71,7.71,383
(110) South Prairie Lake (Black Hawk),South Prairie Lake,9/23/2019,11:05:00 AM,4,20.02,7.27,10.44,0.95,607.84,11.88,395.12
(111) Spring Lake (Greene),Spring Lake,8/20/2019,12:28:00 PM,0,26,8.89,109.86,8.91,358.04,9.81,232.63
(111) Spring Lake (Greene),Spring Lake,8/20/2019,12:28:00 PM,0.5,26.06,8.91,112.13,9.08,357.11,12.78,232
(111) Spring Lake (Greene),Spring Lake,8/20/2019,12:28:00 PM,1,26.02,8.92,114.13,9.25,356.67,12.76,232
(111) Spring Lake (Greene),Spring Lake,8/20/2019,12:28:00 PM,1.5,25.94,8.92,113.95,9.25,356.65,13.04,232
(112) Springbrook Lake (Guthrie),Springbrook Lake,8/20/2019,1:23:00 PM,0,24.03,8.11,95.1,7.99,397.75,13.09,258.5
(112) Springbrook Lake (Guthrie),Springbrook Lake,8/20/2019,1:23:00 PM,0.5,23.81,8.06,93.63,7.89,394.53,14.5,256.33
(112) Springbrook Lake (Guthrie),Springbrook Lake,8/20/2019,1:23:00 PM,1,23.4,7.86,86.94,7.39,395.28,15.53,257
(112) Springbrook Lake (Guthrie),Springbrook Lake,8/20/2019,1:23:00 PM,1.5,23.11,7.77,73.85,6.31,401.65,15.47,261.25
(112) Springbrook Lake (Guthrie),Springbrook Lake,8/20/2019,1:23:00 PM,2,22.68,7.59,58.37,5.03,409.33,25.42,266
(112) Springbrook Lake (Guthrie),Springbrook Lake,8/20/2019,1:23:00 PM,2.5,22.18,7.57,47.8,4.16,405.95,65.5,264
(112) Springbrook Lake (Guthrie),Springbrook Lake,8/20/2019,1:23:00 PM,3,21.81,7.45,43.53,3.81,405.98,29.54,263.75
(112) Springbrook Lake (Guthrie),Springbrook Lake,8/20/2019,1:23:00 PM,3.5,21.09,7.33,32.87,2.9,428.37,27.15,278.67
(112) Springbrook Lake (Guthrie),Springbrook Lake,8/20/2019,1:23:00 PM,4,19.38,7.1,21.94,2.01,516.02,22.84,335.2
(112) Springbrook Lake (Guthrie),Springbrook Lake,8/20/2019,1:23:00 PM,4.5,18.6,7,17.3,1.62,546,20.05,354.75
(113) Storm Lake (incl Little Storm Lake) (Buena Vista),Storm Lake (incl Little Storm Lake),8/19/2019,7:05:00 AM,0,23.2,7.89,94.65,8.16,359.6,11.52,233.8
(113) Storm Lake (incl Little Storm Lake) (Buena Vista),Storm Lake (incl Little Storm Lake),8/19/2019,7:05:00 AM,0.5,23.58,8.14,87.22,7.39,399.44,10.33,259.77
(113) Storm Lake (incl Little Storm Lake) (Buena Vista),Storm Lake (incl Little Storm Lake),8/19/2019,7:05:00 AM,1,23.66,8.22,85.21,7.21,400.28,8.82,260
(113) Storm Lake (incl Little Storm Lake) (Buena Vista),Storm Lake (incl Little Storm Lake),8/19/2019,7:05:00 AM,1.5,23.72,8.32,84.94,7.18,400.83,8.98,260.67
(113) Storm Lake (incl Little Storm Lake) (Buena Vista),Storm Lake (incl Little Storm Lake),8/19/2019,7:05:00 AM,2,23.72,8.34,84.65,7.15,401.17,8.96,261
(113) Storm Lake (incl Little Storm Lake) (Buena Vista),Storm Lake (incl Little Storm Lake),8/19/2019,7:05:00 AM,2.5,23.72,8.35,84.67,7.16,401.2,10.24,261
(114) Swan Lake (Carroll),Swan Lake,8/20/2019,11:50:00 AM,0,24.32,8.64,93.54,7.82,186.2,16.31,121
(114) Swan Lake (Carroll),Swan Lake,8/20/2019,11:50:00 AM,0.5,24.07,9.04,88.07,7.39,308.43,21.61,200.33
(114) Swan Lake (Carroll),Swan Lake,8/20/2019,11:50:00 AM,1,23.85,9.03,78.5,6.62,309.7,22.07,201.33
(114) Swan Lake (Carroll),Swan Lake,8/20/2019,11:50:00 AM,1.5,23.57,8.99,67.4,5.71,311.47,21.68,202.33
(114) Swan Lake (Carroll),Swan Lake,8/20/2019,11:50:00 AM,2,23.31,8.96,56.53,4.81,312.78,21.28,203
(114) Swan Lake (Carroll),Swan Lake,8/20/2019,11:50:00 AM,2.5,23.08,8.81,46.92,4.01,313.56,21.12,204
(114) Swan Lake (Carroll),Swan Lake,8/20/2019,11:50:00 AM,3,22.93,8.66,36,3.09,315.03,128.48,204.75
(115) Thayer Lake (Union),Thayer Lake,8/27/2019,3:30:00 PM,0,23.78,7.71,72.87,6.16,250.09,5.98,162.71
(115) Thayer Lake (Union),Thayer Lake,8/27/2019,3:30:00 PM,0.5,23.81,7.68,66.55,5.62,249.8,5.7,162
(115) Thayer Lake (Union),Thayer Lake,8/27/2019,3:30:00 PM,1,23.69,7.54,55.51,4.7,249.88,6.51,162.1
(115) Thayer Lake (Union),Thayer Lake,8/27/2019,3:30:00 PM,1.5,23.56,7.52,51.13,4.34,250.09,6.71,163
(115) Thayer Lake (Union),Thayer Lake,8/27/2019,3:30:00 PM,2,23.49,7.5,46.67,3.96,250.1,6.89,163
(115) Thayer Lake (Union),Thayer Lake,8/27/2019,3:30:00 PM,2.5,23.27,7.43,35.58,3.03,250.99,12.73,163.25
(116) Three Mile Lake (Union),Three Mile Lake,9/8/2019,9:00:00 AM,0,22.86,8.3,79.68,6.85,216.65,4.55,140.75
(116) Three Mile Lake (Union),Three Mile Lake,9/8/2019,9:00:00 AM,0.5,22.93,8.33,77.3,6.64,217.33,6.21,141
(116) Three Mile Lake (Union),Three Mile Lake,9/8/2019,9:00:00 AM,1,22.96,8.36,75.48,6.48,217.49,7.24,141
(116) Three Mile Lake (Union),Three Mile Lake,9/8/2019,9:00:00 AM,1.5,23,8.37,73.9,6.33,217.6,7.21,141
(116) Three Mile Lake (Union),Three Mile Lake,9/8/2019,9:00:00 AM,2,23,8.39,73.27,6.28,217.63,7.27,141
(116) Three Mile Lake (Union),Three Mile Lake,9/8/2019,9:00:00 AM,2.5,23.02,8.41,72.76,6.24,217.76,7.32,142
(116) Three Mile Lake (Union),Three Mile Lake,9/8/2019,9:00:00 AM,3,23.06,8.42,72.3,6.2,217.9,7.23,142
(116) Three Mile Lake (Union),Three Mile Lake,9/8/2019,9:00:00 AM,3.5,23.06,8.43,72.03,6.17,218,7.16,142
(116) Three Mile Lake (Union),Three Mile Lake,9/8/2019,9:00:00 AM,4,23.06,8.44,71.83,6.15,218,7.14,142
(116) Three Mile Lake (Union),Three Mile Lake,9/8/2019,9:00:00 AM,4.5,23.06,8.27,65.25,5.59,218.25,6.98,142
(116) Three Mile Lake (Union),Three Mile Lake,9/8/2019,9:00:00 AM,5,22.99,8.07,41.75,3.58,219.78,6.67,142.75
(116) Three Mile Lake (Union),Three Mile Lake,9/8/2019,9:00:00 AM,5.5,22.91,7.96,25.77,2.21,221.97,6.46,144.33
(116) Three Mile Lake (Union),Three Mile Lake,9/8/2019,9:00:00 AM,6,22.79,7.82,15.53,1.34,224.98,5.91,146.25
(116) Three Mile Lake (Union),Three Mile Lake,9/8/2019,9:00:00 AM,6.5,22.57,7.77,11.8,1.02,229.67,5.05,149
(116) Three Mile Lake (Union),Three Mile Lake,9/8/2019,9:00:00 AM,7,21.85,7.74,6.67,0.58,237.17,4.38,154.33
(116) Three Mile Lake (Union),Three Mile Lake,9/8/2019,9:00:00 AM,7.5,19.7,7.63,5.7,0.52,256.13,3.76,166.33
(116) Three Mile Lake (Union),Three Mile Lake,9/8/2019,9:00:00 AM,8,18.54,7.53,5,0.47,275.5,3.11,179
(116) Three Mile Lake (Union),Three Mile Lake,9/8/2019,9:00:00 AM,8.5,17.19,7.48,4.6,0.43,294.93,3.07,191.67
(116) Three Mile Lake (Union),Three Mile Lake,9/8/2019,9:00:00 AM,9,16.3,7.44,4.3,0.42,307.73,3.09,200
(116) Three Mile Lake (Union),Three Mile Lake,9/8/2019,9:00:00 AM,9.5,15.87,7.3,3.7,0.36,312.25,3.19,203
(116) Three Mile Lake (Union),Three Mile Lake,9/8/2019,9:00:00 AM,10,15.67,7.28,3.15,0.31,311.65,3.09,202.75
(116) Three Mile Lake (Union),Three Mile Lake,9/8/2019,9:00:00 AM,10.5,15.53,7.26,2.9,0.29,311.9,3.02,203
(116) Three Mile Lake (Union),Three Mile Lake,9/8/2019,9:00:00 AM,11,15.39,7.25,2.8,0.28,313,3.02,203
(119) Twelve Mile Creek Lake (Union),Twelve Mile Creek Lake,9/8/2019,10:20:00 AM,0,23.17,8.25,78.63,6.72,208.65,5.37,136
(119) Twelve Mile Creek Lake (Union),Twelve Mile Creek Lake,9/8/2019,10:20:00 AM,0.5,23.17,8.25,77.47,6.62,208.9,6.67,136
(119) Twelve Mile Creek Lake (Union),Twelve Mile Creek Lake,9/8/2019,10:20:00 AM,1,23.17,8.24,76.67,6.55,209.07,6.79,136
(119) Twelve Mile Creek Lake (Union),Twelve Mile Creek Lake,9/8/2019,10:20:00 AM,1.5,23.2,8.24,74.87,6.39,209.3,6.61,136
(119) Twelve Mile Creek Lake (Union),Twelve Mile Creek Lake,9/8/2019,10:20:00 AM,2,23.22,8.24,70.9,6.06,209.6,6.5,136
(119) Twelve Mile Creek Lake (Union),Twelve Mile Creek Lake,9/8/2019,10:20:00 AM,2.5,23.22,8.23,69.5,5.94,209.9,6.45,136
(119) Twelve Mile Creek Lake (Union),Twelve Mile Creek Lake,9/8/2019,10:20:00 AM,3,23.17,8.22,68.85,5.88,210.1,6.42,137
(119) Twelve Mile Creek Lake (Union),Twelve Mile Creek Lake,9/8/2019,10:20:00 AM,3.5,23.17,8.22,68.43,5.85,210.3,6.38,137
(119) Twelve Mile Creek Lake (Union),Twelve Mile Creek Lake,9/8/2019,10:20:00 AM,4,23.17,8.2,68.08,5.82,210.43,6.42,137
(119) Twelve Mile Creek Lake (Union),Twelve Mile Creek Lake,9/8/2019,10:20:00 AM,4.5,23.17,8.2,67.6,5.78,210.5,6.41,137
(119) Twelve Mile Creek Lake (Union),Twelve Mile Creek Lake,9/8/2019,10:20:00 AM,5,23.17,8.19,67.08,5.74,210.5,6.48,137
(119) Twelve Mile Creek Lake (Union),Twelve Mile Creek Lake,9/8/2019,10:20:00 AM,5.5,23.14,8.01,55.9,4.78,210.8,6.17,137
(119) Twelve Mile Creek Lake (Union),Twelve Mile Creek Lake,9/8/2019,10:20:00 AM,6,23.04,7.87,32.18,2.75,213.12,5.36,138.4
(119) Twelve Mile Creek Lake (Union),Twelve Mile Creek Lake,9/8/2019,10:20:00 AM,6.5,22.72,7.77,14.23,1.22,219.93,3.7,143.14
(119) Twelve Mile Creek Lake (Union),Twelve Mile Creek Lake,9/8/2019,10:20:00 AM,7,20.81,7.55,8.8,0.78,262.3,2.37,170.5
(119) Twelve Mile Creek Lake (Union),Twelve Mile Creek Lake,9/8/2019,10:20:00 AM,7.5,19.48,7.46,7.63,0.7,305.4,2.2,198.67
(119) Twelve Mile Creek Lake (Union),Twelve Mile Creek Lake,9/8/2019,10:20:00 AM,8,17.4,7.29,6.78,0.64,326.16,2.02,212.2
(119) Twelve Mile Creek Lake (Union),Twelve Mile Creek Lake,9/8/2019,10:20:00 AM,8.5,16.76,7.22,5.7,0.55,333.43,1.93,217
(119) Twelve Mile Creek Lake (Union),Twelve Mile Creek Lake,9/8/2019,10:20:00 AM,9,16.37,7.1,4.62,0.45,340.36,1.87,221.2
(119) Twelve Mile Creek Lake (Union),Twelve Mile Creek Lake,9/8/2019,10:20:00 AM,9.5,16.11,7.02,4,0.39,348.65,1.91,227
(119) Twelve Mile Creek Lake (Union),Twelve Mile Creek Lake,9/8/2019,10:20:00 AM,10,15.57,6.82,3.32,0.33,367.33,3.57,238.75
(120) Union Grove Lake (Tama),Union Grove Lake,9/15/2019,9:24:00 AM,0,22.05,8.09,96.48,8.42,327.08,13.96,212.63
(120) Union Grove Lake (Tama),Union Grove Lake,9/15/2019,9:24:00 AM,0.5,21.96,8.11,91.16,7.97,330.56,13.88,214.78
(120) Union Grove Lake (Tama),Union Grove Lake,9/15/2019,9:24:00 AM,1,21.81,8.11,82.6,7.24,332.09,13.52,215.9
(120) Union Grove Lake (Tama),Union Grove Lake,9/15/2019,9:24:00 AM,1.5,21.78,8.09,78.58,6.9,332.95,13.44,216.38
(120) Union Grove Lake (Tama),Union Grove Lake,9/15/2019,9:24:00 AM,2,21.73,8.08,75.45,6.63,333.73,13.71,217
(120) Union Grove Lake (Tama),Union Grove Lake,9/15/2019,9:24:00 AM,2.5,21.72,8.06,73.49,6.46,334.15,13.84,217
(120) Union Grove Lake (Tama),Union Grove Lake,9/15/2019,9:24:00 AM,3,21.72,8.05,72.6,6.38,334.3,13.92,217
(120) Union Grove Lake (Tama),Union Grove Lake,9/15/2019,9:24:00 AM,3.5,21.72,8.05,72.09,6.33,334.41,13.63,217
(120) Union Grove Lake (Tama),Union Grove Lake,9/15/2019,9:24:00 AM,4,21.72,8.04,71.5,6.29,334.6,13.31,217
(121) Upper Gar Lake (Dickinson),Upper Gar Lake,9/3/2019,10:33:00 AM,0,21.22,7.94,91.26,8.1,263.68,4.63,171.5
(121) Upper Gar Lake (Dickinson),Upper Gar Lake,9/3/2019,10:33:00 AM,0.5,21.83,8.2,83.8,7.35,445.15,8.95,289.5
(121) Upper Gar Lake (Dickinson),Upper Gar Lake,9/3/2019,10:33:00 AM,1,22.1,8.16,80.98,7.06,442.62,10.81,288
(121) Upper Gar Lake (Dickinson),Upper Gar Lake,9/3/2019,10:33:00 AM,1.5,22.06,8.14,76.56,6.68,442.9,10.83,288
(121) Upper Gar Lake (Dickinson),Upper Gar Lake,9/3/2019,10:33:00 AM,2,21.94,8.12,69.08,6.04,444.2,12.82,288.75
(122) Upper Pine Lake (Hardin),Upper Pine Lake,9/23/2019,12:53:00 PM,0,22.17,7.87,87.76,7.64,380.99,9.16,247.63
(122) Upper Pine Lake (Hardin),Upper Pine Lake,9/23/2019,12:53:00 PM,0.5,21.85,7.83,80.3,7.03,375.97,10.57,244.17
(122) Upper Pine Lake (Hardin),Upper Pine Lake,9/23/2019,12:53:00 PM,1,21.63,7.7,64.95,5.71,377.38,10.27,245.3
(122) Upper Pine Lake (Hardin),Upper Pine Lake,9/23/2019,12:53:00 PM,1.5,21.42,7.54,37.41,3.3,386.3,12.8,251.07
(122) Upper Pine Lake (Hardin),Upper Pine Lake,9/23/2019,12:53:00 PM,2,21.21,7.42,14.61,1.3,410.05,14.28,266.53
(122) Upper Pine Lake (Hardin),Upper Pine Lake,9/23/2019,12:53:00 PM,2.5,20.78,7.35,8.9,0.8,413.13,9.91,268.58
(122) Upper Pine Lake (Hardin),Upper Pine Lake,9/23/2019,12:53:00 PM,3,20.13,7.2,6,0.55,423.59,7.96,275.38
(122) Upper Pine Lake (Hardin),Upper Pine Lake,9/23/2019,12:53:00 PM,3.5,19.59,7.01,4.09,0.37,470.24,10.85,305.71
(122) Upper Pine Lake (Hardin),Upper Pine Lake,9/23/2019,12:53:00 PM,4,18.92,6.8,3.08,0.29,598.75,13.54,389.18
(124) Volga Lake (Fayette),Volga Lake,9/24/2019,7:55:00 AM,0,20.99,7.94,89.67,7.99,342.99,20.93,222.71
(124) Volga Lake (Fayette),Volga Lake,9/24/2019,7:55:00 AM,0.5,20.96,7.96,89.02,7.93,343.82,22.08,223.33
(124) Volga Lake (Fayette),Volga Lake,9/24/2019,7:55:00 AM,1,20.94,7.97,87.84,7.83,344.09,22.28,224
(124) Volga Lake (Fayette),Volga Lake,9/24/2019,7:55:00 AM,1.5,20.94,7.98,86.52,7.71,344.57,22.47,224
(124) Volga Lake (Fayette),Volga Lake,9/24/2019,7:55:00 AM,2,20.93,7.94,80.92,7.21,346.32,22.19,225.17
(124) Volga Lake (Fayette),Volga Lake,9/24/2019,7:55:00 AM,2.5,20.8,7.82,69.32,6.2,350.76,20.86,228
(124) Volga Lake (Fayette),Volga Lake,9/24/2019,7:55:00 AM,3,20.63,7.77,58.85,5.28,357.07,19.05,232
(124) Volga Lake (Fayette),Volga Lake,9/24/2019,7:55:00 AM,3.5,20.39,7.63,42.47,3.83,363.6,18.11,236.33
(124) Volga Lake (Fayette),Volga Lake,9/24/2019,7:55:00 AM,4,20.16,7.58,27.84,2.52,370.4,18.5,241
(124) Volga Lake (Fayette),Volga Lake,9/24/2019,7:55:00 AM,4.5,19.85,7.42,19.19,1.75,380.96,19.69,247.57
(124) Volga Lake (Fayette),Volga Lake,9/24/2019,7:55:00 AM,5,19.5,7.25,12.79,1.17,399.89,18.99,260
(124) Volga Lake (Fayette),Volga Lake,9/24/2019,7:55:00 AM,5.5,19.15,7.09,10.87,1,446.24,16.48,289.86
(124) Volga Lake (Fayette),Volga Lake,9/24/2019,7:55:00 AM,6,18.55,6.89,8.74,0.82,510.91,15.57,332.13
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,0,21.46,8.01,93.29,8.23,390.41,6.3,253.78
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,0.5,21.67,8.02,93.54,8.22,465.66,3.15,302.6
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,1,21.78,8.03,93.47,8.19,464.57,0.25,302
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,1.5,21.81,8.03,93.28,8.18,464.58,-0.68,302
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,2,21.83,8.04,93.05,8.16,464.68,-0.68,302
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,2.5,21.83,8.05,92.93,8.15,464.73,-0.64,302
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,3,21.83,8.05,92.85,8.14,464.72,-0.6,302
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,3.5,21.79,8.05,92.8,8.13,464.71,-0.64,302
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,4,21.78,8.05,92.72,8.13,464.78,-0.62,302
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,4.5,21.78,8.05,92.61,8.12,464.8,-0.54,302
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,5,21.78,8.06,92.4,8.1,464.8,-0.48,302
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,5.5,21.78,8.06,92.17,8.09,464.8,-0.51,302
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,6,21.75,8.06,91.86,8.06,464.8,-0.6,302
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,6.5,21.71,8.05,91.34,8.02,464.82,-0.62,302
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,7,21.67,8.05,90.63,7.97,464.9,-0.63,302
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,7.5,21.61,8.05,90.05,7.92,464.98,-0.64,302
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,8,21.61,8.05,89.62,7.88,465.02,-0.68,302
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,8.5,21.59,8.05,89.22,7.85,465.08,-0.7,302
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,9,21.56,8.04,88.84,7.82,465.1,-0.69,302
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,9.5,21.56,8.04,88.6,7.81,465.08,-0.68,302
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,10,21.56,8.04,88.48,7.8,465,-0.68,302
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,10.5,21.51,8.04,88.33,7.79,465.02,-0.71,302
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,11,21.49,8.04,87.94,7.76,465.16,-0.72,302
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,11.5,21.44,8.04,87.2,7.7,465.27,-0.72,302
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,12,21.43,8.03,86.48,7.64,465.3,-0.72,302
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,12.5,21.39,8.03,86.13,7.61,465.4,-0.69,302.5
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,13,20.3,7.89,69.53,6.24,472.9,-0.7,307.5
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,13.5,18.98,7.76,45.3,4.19,481.94,-0.72,313.2
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,14,18.6,7.7,31.27,2.92,477.17,-0.73,310.17
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,14.5,18.09,7.59,23.4,2.2,476.16,-0.71,309.6
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,15,16.23,7.52,16.21,1.59,487.69,-0.72,317.14
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,15.5,15.89,7.5,14.63,1.45,480.83,-0.76,312.5
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,16,15.68,7.49,14.15,1.41,475.88,-0.78,309.25
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,16.5,15.36,7.48,13.46,1.34,473.86,-0.77,308
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,17,14.97,7.48,12.95,1.3,473.7,-0.76,308
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,17.5,14.61,7.46,12.75,1.29,473.7,-0.76,308
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,18,14.28,7.45,12.75,1.31,473.8,-0.74,308
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,18.5,13.97,7.44,12.78,1.32,474.08,-0.73,308
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,19,13.72,7.42,11.44,1.18,474.5,-0.71,308.4
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,19.5,13.47,7.41,6.8,0.71,475.03,-0.66,309
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,20,13.25,7.4,5.7,0.6,475.95,-0.6,309.25
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,20.5,13.04,7.39,5.13,0.54,477,-0.57,310
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,21,12.81,7.37,4.65,0.49,478.15,-0.56,310.75
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,21.5,12.56,7.36,3.84,0.41,479.4,-0.64,311.6
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,22,12.38,7.35,3.15,0.34,480.18,-0.75,312
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,22.5,12.26,7.34,2.8,0.3,480.53,-0.8,312
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,23,12.18,7.33,2.55,0.27,480.85,-0.81,312.75
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,23.5,12.08,7.32,2.32,0.25,481.3,-0.8,313
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,24,12,7.31,2.17,0.23,481.67,-0.81,313
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,24.5,11.94,7.25,2.05,0.22,481.85,-0.81,313
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,25,11.92,7.28,1.95,0.21,481.9,-0.82,313
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,25.5,11.89,7.27,1.9,0.2,481.9,-0.82,313
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,26,11.87,7.27,1.8,0.2,481.97,-0.8,313
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,26.5,11.82,7.27,1.78,0.19,482.2,-0.77,313.25
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,27,11.77,7.27,1.7,0.18,482.68,-0.69,314
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,27.5,11.71,7.26,1.6,0.18,483.08,-0.62,314
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,28,11.67,7.26,1.58,0.17,483.38,-0.55,314
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,28.5,11.65,7.26,1.5,0.16,483.53,-0.49,314
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,29,11.61,7.26,1.5,0.16,483.67,-0.45,314
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,29.5,11.61,7.26,1.45,0.16,483.78,-0.38,314
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,30,11.57,7.26,1.4,0.15,483.88,-0.34,314.75
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,30.5,11.56,7.26,1.4,0.15,483.9,-0.31,315
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,31,11.56,7.26,1.34,0.15,483.96,-0.29,315
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,31.5,11.56,7.26,1.3,0.14,484,-0.29,315
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,32,11.56,7.25,1.3,0.14,484.1,-0.27,315
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,32.5,11.53,7.25,1.23,0.13,484.64,0.13,315
(125) West Okoboji Lake (Dickinson),West Okoboji Lake,9/3/2019,9:24:00 AM,33,11.43,6.96,1.2,0.13,488.85,20.07,317.68
(126) West Lake (Clarke),West Lake,8/27/2019,2:20:00 PM,0,23.46,7.75,73.48,6.25,167.1,7.14,108.67
(126) West Lake (Clarke),West Lake,8/27/2019,2:20:00 PM,0.5,23.44,7.67,59.8,5.09,207.83,4.97,135
(126) West Lake (Clarke),West Lake,8/27/2019,2:20:00 PM,1,23.42,7.63,52.69,4.48,208.34,3.17,135.36
(126) West Lake (Clarke),West Lake,8/27/2019,2:20:00 PM,1.5,23.39,7.6,49.36,4.2,208.49,3.1,135.5
